Year,State Name,Indicator,total_deaths,rank_within_drug,top10_flag,national_all_drug_total,national_prev_year,national_yoy_change,national_yoy_pct,national_drug_total,ma_3yr,ma_5yr
2023,New Jersey,Cocaine (T40.5),1188.0,10,1,3101016.0,3289569.0,-188553.0,-5.73,29911.0,3287568.3333333335,3222901.2
2024,New Jersey,Cocaine (T40.5),904.0,8,1,3082466.0,3101016.0,-18550.0,-0.6,22282.0,3157683.6666666665,3267089.8
2015,New Mexico,Cocaine (T40.5),50.0,16,0,2718198.0,,,,6841.0,2718198.0,2718198.0
2016,New Mexico,Cocaine (T40.5),56.0,19,0,2749864.0,2718198.0,31666.0,1.16,10458.0,2734031.0,2734031.0
2017,New Mexico,Cocaine (T40.5),52.0,21,0,2820034.0,2749864.0,70170.0,2.55,14069.0,2762698.6666666665,2762698.6666666665
2018,New Mexico,Cocaine (T40.5),53.0,27,0,2846305.0,2820034.0,26271.0,0.93,14802.0,2805401.0,2783600.25
2019,New Mexico,Cocaine (T40.5),81.0,29,0,2861523.0,2846305.0,15218.0,0.53,16024.0,2842620.6666666665,2799184.8
2020,New Mexico,Cocaine (T40.5),115.0,29,0,3390278.0,2861523.0,528755.0,18.48,19601.0,3032702.0,2933600.8
2021,New Mexico,Cocaine (T40.5),130.0,32,0,3472120.0,3390278.0,81842.0,2.41,24710.0,3241307.0,3078052.0
2022,New Mexico,Cocaine (T40.5),196.0,32,0,3289569.0,3472120.0,-182551.0,-5.26,27921.0,3383989.0,3171959.0
2023,New Mexico,Cocaine (T40.5),167.0,32,0,3101016.0,3289569.0,-188553.0,-5.73,29911.0,3287568.3333333335,3222901.2
2024,New Mexico,Cocaine (T40.5),129.0,34,0,3082466.0,3101016.0,-18550.0,-0.6,22282.0,3157683.6666666665,3267089.8
2015,New York,Cocaine (T40.5),354.0,3,1,2718198.0,,,,6841.0,2718198.0,2718198.0
2016,New York,Cocaine (T40.5),517.0,3,1,2749864.0,2718198.0,31666.0,1.16,10458.0,2734031.0,2734031.0
2017,New York,Cocaine (T40.5),690.0,5,1,2820034.0,2749864.0,70170.0,2.55,14069.0,2762698.6666666665,2762698.6666666665
2018,New York,Cocaine (T40.5),670.0,8,1,2846305.0,2820034.0,26271.0,0.93,14802.0,2805401.0,2783600.25
2019,New York,Cocaine (T40.5),692.0,10,1,2861523.0,2846305.0,15218.0,0.53,16024.0,2842620.6666666665,2799184.8
2020,New York,Cocaine (T40.5),952.0,6,1,3390278.0,2861523.0,528755.0,18.48,19601.0,3032702.0,2933600.8
2021,New York,Cocaine (T40.5),1089.0,9,1,3472120.0,3390278.0,81842.0,2.41,24710.0,3241307.0,3078052.0
2022,New York,Cocaine (T40.5),1453.0,7,1,3289569.0,3472120.0,-182551.0,-5.26,27921.0,3383989.0,3171959.0
2023,New York,Cocaine (T40.5),1731.0,4,1,3101016.0,3289569.0,-188553.0,-5.73,29911.0,3287568.3333333335,3222901.2
2024,New York,Cocaine (T40.5),1203.0,4,1,3082466.0,3101016.0,-18550.0,-0.6,22282.0,3157683.6666666665,3267089.8
2015,New York City,Cocaine (T40.5),290.0,6,1,2718198.0,,,,6841.0,2718198.0,2718198.0
2016,New York City,Cocaine (T40.5),507.0,5,1,2749864.0,2718198.0,31666.0,1.16,10458.0,2734031.0,2734031.0
2017,New York City,Cocaine (T40.5),630.0,6,1,2820034.0,2749864.0,70170.0,2.55,14069.0,2762698.6666666665,2762698.6666666665
2018,New York City,Cocaine (T40.5),639.0,9,1,2846305.0,2820034.0,26271.0,0.93,14802.0,2805401.0,2783600.25
2019,New York City,Cocaine (T40.5),645.0,11,0,2861523.0,2846305.0,15218.0,0.53,16024.0,2842620.6666666665,2799184.8
2020,New York City,Cocaine (T40.5),855.0,8,1,3390278.0,2861523.0,528755.0,18.48,19601.0,3032702.0,2933600.8
2021,New York City,Cocaine (T40.5),1227.0,6,1,3472120.0,3390278.0,81842.0,2.41,24710.0,3241307.0,3078052.0
2022,New York City,Cocaine (T40.5),1539.0,3,1,3289569.0,3472120.0,-182551.0,-5.26,27921.0,3383989.0,3171959.0
2023,New York City,Cocaine (T40.5),1622.0,5,1,3101016.0,3289569.0,-188553.0,-5.73,29911.0,3287568.3333333335,3222901.2
2024,New York City,Cocaine (T40.5),1215.0,3,1,3082466.0,3101016.0,-18550.0,-0.6,22282.0,3157683.6666666665,3267089.8
2015,North Carolina,Cocaine (T40.5),313.0,5,1,2718198.0,,,,6841.0,2718198.0,2718198.0
2016,North Carolina,Cocaine (T40.5),496.0,6,1,2749864.0,2718198.0,31666.0,1.16,10458.0,2734031.0,2734031.0
2017,North Carolina,Cocaine (T40.5),711.0,3,1,2820034.0,2749864.0,70170.0,2.55,14069.0,2762698.6666666665,2762698.6666666665
2018,North Carolina,Cocaine (T40.5),709.0,7,1,2846305.0,2820034.0,26271.0,0.93,14802.0,2805401.0,2783600.25
2019,North Carolina,Cocaine (T40.5),767.0,7,1,2861523.0,2846305.0,15218.0,0.53,16024.0,2842620.6666666665,2799184.8
2020,North Carolina,Cocaine (T40.5),985.0,5,1,3390278.0,2861523.0,528755.0,18.48,19601.0,3032702.0,2933600.8
2021,North Carolina,Cocaine (T40.5),1375.0,4,1,3472120.0,3390278.0,81842.0,2.41,24710.0,3241307.0,3078052.0
2022,North Carolina,Cocaine (T40.5),1519.0,5,1,3289569.0,3472120.0,-182551.0,-5.26,27921.0,3383989.0,3171959.0
2024,North Carolina,Cocaine (T40.5),1097.0,6,1,3082466.0,3101016.0,-18550.0,-0.6,22282.0,3157683.6666666665,3267089.8
2015,Ohio,Cocaine (T40.5),705.0,1,1,2718198.0,,,,6841.0,2718198.0,2718198.0
2016,Ohio,Cocaine (T40.5),1137.0,1,1,2749864.0,2718198.0,31666.0,1.16,10458.0,2734031.0,2734031.0
2017,Ohio,Cocaine (T40.5),1576.0,1,1,2820034.0,2749864.0,70170.0,2.55,14069.0,2762698.6666666665,2762698.6666666665
2018,Ohio,Cocaine (T40.5),1112.0,1,1,2846305.0,2820034.0,26271.0,0.93,14802.0,2805401.0,2783600.25
2019,Ohio,Cocaine (T40.5),1235.0,2,1,2861523.0,2846305.0,15218.0,0.53,16024.0,2842620.6666666665,2799184.8
2020,Ohio,Cocaine (T40.5),1251.0,1,1,3390278.0,2861523.0,528755.0,18.48,19601.0,3032702.0,2933600.8
2021,Ohio,Cocaine (T40.5),1537.0,2,1,3472120.0,3390278.0,81842.0,2.41,24710.0,3241307.0,3078052.0
2022,Ohio,Cocaine (T40.5),1649.0,2,1,3289569.0,3472120.0,-182551.0,-5.26,27921.0,3383989.0,3171959.0
2023,Ohio,Cocaine (T40.5),1777.0,2,1,3101016.0,3289569.0,-188553.0,-5.73,29911.0,3287568.3333333335,3222901.2
2024,Ohio,Cocaine (T40.5),1164.0,5,1,3082466.0,3101016.0,-18550.0,-0.6,22282.0,3157683.6666666665,3267089.8
2015,Oklahoma,Cocaine (T40.5),30.0,22,0,2718198.0,,,,6841.0,2718198.0,2718198.0
2016,Oklahoma,Cocaine (T40.5),30.0,24,0,2749864.0,2718198.0,31666.0,1.16,10458.0,2734031.0,2734031.0
2017,Oklahoma,Cocaine (T40.5),44.0,23,0,2820034.0,2749864.0,70170.0,2.55,14069.0,2762698.6666666665,2762698.6666666665
2018,Oklahoma,Cocaine (T40.5),44.0,32,0,2846305.0,2820034.0,26271.0,0.93,14802.0,2805401.0,2783600.25
2019,Oklahoma,Cocaine (T40.5),38.0,36,0,2861523.0,2846305.0,15218.0,0.53,16024.0,2842620.6666666665,2799184.8
2020,Oklahoma,Cocaine (T40.5),52.0,34,0,3390278.0,2861523.0,528755.0,18.48,19601.0,3032702.0,2933600.8
2021,Oklahoma,Cocaine (T40.5),54.0,38,0,3472120.0,3390278.0,81842.0,2.41,24710.0,3241307.0,3078052.0
2022,Oklahoma,Cocaine (T40.5),84.0,39,0,3289569.0,3472120.0,-182551.0,-5.26,27921.0,3383989.0,3171959.0
2023,Oklahoma,Cocaine (T40.5),119.0,36,0,3101016.0,3289569.0,-188553.0,-5.73,29911.0,3287568.3333333335,3222901.2
2024,Oklahoma,Cocaine (T40.5),106.0,36,0,3082466.0,3101016.0,-18550.0,-0.6,22282.0,3157683.6666666665,3267089.8
2015,Oregon,Cocaine (T40.5),24.0,23,0,2718198.0,,,,6841.0,2718198.0,2718198.0
2016,Oregon,Cocaine (T40.5),30.0,23,0,2749864.0,2718198.0,31666.0,1.16,10458.0,2734031.0,2734031.0
2017,Oregon,Cocaine (T40.5),36.0,26,0,2820034.0,2749864.0,70170.0,2.55,14069.0,2762698.6666666665,2762698.6666666665
2018,Oregon,Cocaine (T40.5),48.0,30,0,2846305.0,2820034.0,26271.0,0.93,14802.0,2805401.0,2783600.25
2019,Oregon,Cocaine (T40.5),60.0,31,0,2861523.0,2846305.0,15218.0,0.53,16024.0,2842620.6666666665,2799184.8
2020,Oregon,Cocaine (T40.5),69.0,31,0,3390278.0,2861523.0,528755.0,18.48,19601.0,3032702.0,2933600.8
2021,Oregon,Cocaine (T40.5),90.0,36,0,3472120.0,3390278.0,81842.0,2.41,24710.0,3241307.0,3078052.0
2022,Oregon,Cocaine (T40.5),115.0,34,0,3289569.0,3472120.0,-182551.0,-5.26,27921.0,3383989.0,3171959.0
2023,Oregon,Cocaine (T40.5),162.0,33,0,3101016.0,3289569.0,-188553.0,-5.73,29911.0,3287568.3333333335,3222901.2
2024,Oregon,Cocaine (T40.5),158.0,32,0,3082466.0,3101016.0,-18550.0,-0.6,22282.0,3157683.6666666665,3267089.8
2021,Puerto Rico,Cocaine (T40.5),365.0,20,0,3472120.0,3390278.0,81842.0,2.41,24710.0,3241307.0,3078052.0
2022,Puerto Rico,Cocaine (T40.5),472.0,19,0,3289569.0,3472120.0,-182551.0,-5.26,27921.0,3383989.0,3171959.0
2023,Puerto Rico,Cocaine (T40.5),441.0,20,0,3101016.0,3289569.0,-188553.0,-5.73,29911.0,3287568.3333333335,3222901.2
2024,Puerto Rico,Cocaine (T40.5),394.0,19,0,3082466.0,3101016.0,-18550.0,-0.6,22282.0,3157683.6666666665,3267089.8
2015,Rhode Island,Cocaine (T40.5),90.0,14,0,2718198.0,,,,6841.0,2718198.0,2718198.0
2016,Rhode Island,Cocaine (T40.5),120.0,15,0,2749864.0,2718198.0,31666.0,1.16,10458.0,2734031.0,2734031.0
2017,Rhode Island,Cocaine (T40.5),112.0,17,0,2820034.0,2749864.0,70170.0,2.55,14069.0,2762698.6666666665,2762698.6666666665
2018,Rhode Island,Cocaine (T40.5),137.0,19,0,2846305.0,2820034.0,26271.0,0.93,14802.0,2805401.0,2783600.25
2019,Rhode Island,Cocaine (T40.5),148.0,22,0,2861523.0,2846305.0,15218.0,0.53,16024.0,2842620.6666666665,2799184.8
2020,Rhode Island,Cocaine (T40.5),186.0,22,0,3390278.0,2861523.0,528755.0,18.48,19601.0,3032702.0,2933600.8
2021,Rhode Island,Cocaine (T40.5),221.0,26,0,3472120.0,3390278.0,81842.0,2.41,24710.0,3241307.0,3078052.0
2022,Rhode Island,Cocaine (T40.5),215.0,30,0,3289569.0,3472120.0,-182551.0,-5.26,27921.0,3383989.0,3171959.0
2023,Rhode Island,Cocaine (T40.5),225.0,30,0,3101016.0,3289569.0,-188553.0,-5.73,29911.0,3287568.3333333335,3222901.2
2024,Rhode Island,Cocaine (T40.5),180.0,30,0,3082466.0,3101016.0,-18550.0,-0.6,22282.0,3157683.6666666665,3267089.8
2015,South Carolina,Cocaine (T40.5),108.0,12,0,2718198.0,,,,6841.0,2718198.0,2718198.0
2016,South Carolina,Cocaine (T40.5),139.0,14,0,2749864.0,2718198.0,31666.0,1.16,10458.0,2734031.0,2734031.0
2017,South Carolina,Cocaine (T40.5),235.0,13,0,2820034.0,2749864.0,70170.0,2.55,14069.0,2762698.6666666665,2762698.6666666665
2018,South Carolina,Cocaine (T40.5),254.0,15,0,2846305.0,2820034.0,26271.0,0.93,14802.0,2805401.0,2783600.25
2019,South Carolina,Cocaine (T40.5),230.0,18,0,2861523.0,2846305.0,15218.0,0.53,16024.0,2842620.6666666665,2799184.8
2020,South Carolina,Cocaine (T40.5),352.0,16,0,3390278.0,2861523.0,528755.0,18.48,19601.0,3032702.0,2933600.8
2021,South Carolina,Cocaine (T40.5),446.0,18,0,3472120.0,3390278.0,81842.0,2.41,24710.0,3241307.0,3078052.0
2022,South Carolina,Cocaine (T40.5),562.0,18,0,3289569.0,3472120.0,-182551.0,-5.26,27921.0,3383989.0,3171959.0
2023,South Carolina,Cocaine (T40.5),591.0,18,0,3101016.0,3289569.0,-188553.0,-5.73,29911.0,3287568.3333333335,3222901.2
2024,South Carolina,Cocaine (T40.5),414.0,18,0,3082466.0,3101016.0,-18550.0,-0.6,22282.0,3157683.6666666665,3267089.8
2015,Tennessee,Cocaine (T40.5),196.0,7,1,2718198.0,,,,6841.0,2718198.0,2718198.0
2016,Tennessee,Cocaine (T40.5),252.0,9,1,2749864.0,2718198.0,31666.0,1.16,10458.0,2734031.0,2734031.0
2017,Tennessee,Cocaine (T40.5),309.0,9,1,2820034.0,2749864.0,70170.0,2.55,14069.0,2762698.6666666665,2762698.6666666665
2018,Tennessee,Cocaine (T40.5),264.0,14,0,2846305.0,2820034.0,26271.0,0.93,14802.0,2805401.0,2783600.25
2019,Tennessee,Cocaine (T40.5),343.0,14,0,2861523.0,2846305.0,15218.0,0.53,16024.0,2842620.6666666665,2799184.8
2020,Tennessee,Cocaine (T40.5),436.0,13,0,3390278.0,2861523.0,528755.0,18.48,19601.0,3032702.0,2933600.8
2021,Tennessee,Cocaine (T40.5),631.0,14,0,3472120.0,3390278.0,81842.0,2.41,24710.0,3241307.0,3078052.0
2022,Tennessee,Cocaine (T40.5),729.0,14,0,3289569.0,3472120.0,-182551.0,-5.26,27921.0,3383989.0,3171959.0
2023,Tennessee,Cocaine (T40.5),894.0,13,0,3101016.0,3289569.0,-188553.0,-5.73,29911.0,3287568.3333333335,3222901.2
2024,Tennessee,Cocaine (T40.5),619.0,12,0,3082466.0,3101016.0,-18550.0,-0.6,22282.0,3157683.6666666665,3267089.8
2019,Texas,Cocaine (T40.5),760.0,8,1,2861523.0,2846305.0,15218.0,0.53,16024.0,2842620.6666666665,2799184.8
2020,Texas,Cocaine (T40.5),1041.0,4,1,3390278.0,2861523.0,528755.0,18.48,19601.0,3032702.0,2933600.8
2021,Texas,Cocaine (T40.5),1193.0,7,1,3472120.0,3390278.0,81842.0,2.41,24710.0,3241307.0,3078052.0
2022,Texas,Cocaine (T40.5),1401.0,8,1,3289569.0,3472120.0,-182551.0,-5.26,27921.0,3383989.0,3171959.0
2023,Texas,Cocaine (T40.5),1587.0,6,1,3101016.0,3289569.0,-188553.0,-5.73,29911.0,3287568.3333333335,3222901.2
2024,Texas,Cocaine (T40.5),1470.0,1,1,3082466.0,3101016.0,-18550.0,-0.6,22282.0,3157683.6666666665,3267089.8
2015,Utah,Cocaine (T40.5),46.0,17,0,2718198.0,,,,6841.0,2718198.0,2718198.0
2016,Utah,Cocaine (T40.5),50.0,21,0,2749864.0,2718198.0,31666.0,1.16,10458.0,2734031.0,2734031.0
2017,Utah,Cocaine (T40.5),51.0,22,0,2820034.0,2749864.0,70170.0,2.55,14069.0,2762698.6666666665,2762698.6666666665
2018,Utah,Cocaine (T40.5),50.0,29,0,2846305.0,2820034.0,26271.0,0.93,14802.0,2805401.0,2783600.25
2019,Utah,Cocaine (T40.5),41.0,35,0,2861523.0,2846305.0,15218.0,0.53,16024.0,2842620.6666666665,2799184.8
2020,Utah,Cocaine (T40.5),43.0,36,0,3390278.0,2861523.0,528755.0,18.48,19601.0,3032702.0,2933600.8
2021,Utah,Cocaine (T40.5),49.0,39,0,3472120.0,3390278.0,81842.0,2.41,24710.0,3241307.0,3078052.0
2022,Utah,Cocaine (T40.5),41.0,43,0,3289569.0,3472120.0,-182551.0,-5.26,27921.0,3383989.0,3171959.0
2023,Utah,Cocaine (T40.5),64.0,39,0,3101016.0,3289569.0,-188553.0,-5.73,29911.0,3287568.3333333335,3222901.2
2024,Utah,Cocaine (T40.5),63.0,39,0,3082466.0,3101016.0,-18550.0,-0.6,22282.0,3157683.6666666665,3267089.8
2015,Vermont,Cocaine (T40.5),12.0,25,0,2718198.0,,,,6841.0,2718198.0,2718198.0
2016,Vermont,Cocaine (T40.5),22.0,25,0,2749864.0,2718198.0,31666.0,1.16,10458.0,2734031.0,2734031.0
2017,Vermont,Cocaine (T40.5),40.0,25,0,2820034.0,2749864.0,70170.0,2.55,14069.0,2762698.6666666665,2762698.6666666665
2018,Vermont,Cocaine (T40.5),50.0,28,0,2846305.0,2820034.0,26271.0,0.93,14802.0,2805401.0,2783600.25
2019,Vermont,Cocaine (T40.5),49.0,33,0,2861523.0,2846305.0,15218.0,0.53,16024.0,2842620.6666666665,2799184.8
2020,Vermont,Cocaine (T40.5),68.0,32,0,3390278.0,2861523.0,528755.0,18.48,19601.0,3032702.0,2933600.8
2021,Vermont,Cocaine (T40.5),108.0,33,0,3472120.0,3390278.0,81842.0,2.41,24710.0,3241307.0,3078052.0
2022,Vermont,Cocaine (T40.5),105.0,36,0,3289569.0,3472120.0,-182551.0,-5.26,27921.0,3383989.0,3171959.0
2023,Vermont,Cocaine (T40.5),123.0,35,0,3101016.0,3289569.0,-188553.0,-5.73,29911.0,3287568.3333333335,3222901.2
2024,Vermont,Cocaine (T40.5),107.0,35,0,3082466.0,3101016.0,-18550.0,-0.6,22282.0,3157683.6666666665,3267089.8
2015,Virginia,Cocaine (T40.5),157.0,10,1,2718198.0,,,,6841.0,2718198.0,2718198.0
2016,Virginia,Cocaine (T40.5),257.0,8,1,2749864.0,2718198.0,31666.0,1.16,10458.0,2734031.0,2734031.0
2017,Virginia,Cocaine (T40.5),343.0,8,1,2820034.0,2749864.0,70170.0,2.55,14069.0,2762698.6666666665,2762698.6666666665
2018,Virginia,Cocaine (T40.5),393.0,10,1,2846305.0,2820034.0,26271.0,0.93,14802.0,2805401.0,2783600.25
2019,Virginia,Cocaine (T40.5),414.0,12,0,2861523.0,2846305.0,15218.0,0.53,16024.0,2842620.6666666665,2799184.8
2020,Virginia,Cocaine (T40.5),541.0,12,0,3390278.0,2861523.0,528755.0,18.48,19601.0,3032702.0,2933600.8
2021,Virginia,Cocaine (T40.5),746.0,13,0,3472120.0,3390278.0,81842.0,2.41,24710.0,3241307.0,3078052.0
2022,Virginia,Cocaine (T40.5),890.0,13,0,3289569.0,3472120.0,-182551.0,-5.26,27921.0,3383989.0,3171959.0
2023,Virginia,Cocaine (T40.5),987.0,12,0,3101016.0,3289569.0,-188553.0,-5.73,29911.0,3287568.3333333335,3222901.2
2024,Virginia,Cocaine (T40.5),592.0,13,0,3082466.0,3101016.0,-18550.0,-0.6,22282.0,3157683.6666666665,3267089.8
2015,Washington,Cocaine (T40.5),82.0,15,0,2718198.0,,,,6841.0,2718198.0,2718198.0
2016,Washington,Cocaine (T40.5),83.0,17,0,2749864.0,2718198.0,31666.0,1.16,10458.0,2734031.0,2734031.0
2017,Washington,Cocaine (T40.5),108.0,18,0,2820034.0,2749864.0,70170.0,2.55,14069.0,2762698.6666666665,2762698.6666666665
2018,Washington,Cocaine (T40.5),126.0,24,0,2846305.0,2820034.0,26271.0,0.93,14802.0,2805401.0,2783600.25
2019,Washington,Cocaine (T40.5),133.0,25,0,2861523.0,2846305.0,15218.0,0.53,16024.0,2842620.6666666665,2799184.8
2020,Washington,Cocaine (T40.5),184.0,23,0,3390278.0,2861523.0,528755.0,18.48,19601.0,3032702.0,2933600.8
2021,Washington,Cocaine (T40.5),224.0,25,0,3472120.0,3390278.0,81842.0,2.41,24710.0,3241307.0,3078052.0
2022,Washington,Cocaine (T40.5),377.0,21,0,3289569.0,3472120.0,-182551.0,-5.26,27921.0,3383989.0,3171959.0
2023,Washington,Cocaine (T40.5),612.0,16,0,3101016.0,3289569.0,-188553.0,-5.73,29911.0,3287568.3333333335,3222901.2
2024,Washington,Cocaine (T40.5),481.0,17,0,3082466.0,3101016.0,-18550.0,-0.6,22282.0,3157683.6666666665,3267089.8
2015,West Virginia,Cocaine (T40.5),100.0,13,0,2718198.0,,,,6841.0,2718198.0,2718198.0
2016,West Virginia,Cocaine (T40.5),152.0,12,0,2749864.0,2718198.0,31666.0,1.16,10458.0,2734031.0,2734031.0
2017,West Virginia,Cocaine (T40.5),200.0,14,0,2820034.0,2749864.0,70170.0,2.55,14069.0,2762698.6666666665,2762698.6666666665
2018,West Virginia,Cocaine (T40.5),169.0,17,0,2846305.0,2820034.0,26271.0,0.93,14802.0,2805401.0,2783600.25
2019,West Virginia,Cocaine (T40.5),131.0,26,0,2861523.0,2846305.0,15218.0,0.53,16024.0,2842620.6666666665,2799184.8
2020,West Virginia,Cocaine (T40.5),121.0,27,0,3390278.0,2861523.0,528755.0,18.48,19601.0,3032702.0,2933600.8
2021,West Virginia,Cocaine (T40.5),161.0,29,0,3472120.0,3390278.0,81842.0,2.41,24710.0,3241307.0,3078052.0
2022,West Virginia,Cocaine (T40.5),169.0,33,0,3289569.0,3472120.0,-182551.0,-5.26,27921.0,3383989.0,3171959.0
2023,West Virginia,Cocaine (T40.5),223.0,31,0,3101016.0,3289569.0,-188553.0,-5.73,29911.0,3287568.3333333335,3222901.2
2024,West Virginia,Cocaine (T40.5),143.0,33,0,3082466.0,3101016.0,-18550.0,-0.6,22282.0,3157683.6666666665,3267089.8
2016,Wisconsin,Cocaine (T40.5),149.0,13,0,2749864.0,2718198.0,31666.0,1.16,10458.0,2734031.0,2734031.0
2017,Wisconsin,Cocaine (T40.5),263.0,11,0,2820034.0,2749864.0,70170.0,2.55,14069.0,2762698.6666666665,2762698.6666666665
2018,Wisconsin,Cocaine (T40.5),277.0,12,0,2846305.0,2820034.0,26271.0,0.93,14802.0,2805401.0,2783600.25
2019,Wisconsin,Cocaine (T40.5),306.0,15,0,2861523.0,2846305.0,15218.0,0.53,16024.0,2842620.6666666665,2799184.8
2020,Wisconsin,Cocaine (T40.5),402.0,15,0,3390278.0,2861523.0,528755.0,18.48,19601.0,3032702.0,2933600.8
2021,Wisconsin,Cocaine (T40.5),550.0,15,0,3472120.0,3390278.0,81842.0,2.41,24710.0,3241307.0,3078052.0
2022,Wisconsin,Cocaine (T40.5),669.0,15,0,3289569.0,3472120.0,-182551.0,-5.26,27921.0,3383989.0,3171959.0
2023,Wisconsin,Cocaine (T40.5),750.0,14,0,3101016.0,3289569.0,-188553.0,-5.73,29911.0,3287568.3333333335,3222901.2
2024,Wisconsin,Cocaine (T40.5),525.0,15,0,3082466.0,3101016.0,-18550.0,-0.6,22282.0,3157683.6666666665,3267089.8
2022,Alabama,Heroin (T40.1),46.0,28,0,3289569.0,3472120.0,-182551.0,-5.26,5958.0,3383989.0,3171959.0
2023,Alabama,Heroin (T40.1),40.0,21,0,3101016.0,3289569.0,-188553.0,-5.73,4062.0,3287568.3333333335,3222901.2
2024,Alabama,Heroin (T40.1),17.0,29,0,3082466.0,3101016.0,-18550.0,-0.6,2795.0,3157683.6666666665,3267089.8
2016,Alaska,Heroin (T40.1),49.0,23,0,2749864.0,2718198.0,31666.0,1.16,15551.0,2734031.0,2734031.0
2017,Alaska,Heroin (T40.1),36.0,26,0,2820034.0,2749864.0,70170.0,2.55,15593.0,2762698.6666666665,2762698.6666666665
2018,Alaska,Heroin (T40.1),28.0,32,0,2846305.0,2820034.0,26271.0,0.93,15102.0,2805401.0,2783600.25
2019,Alaska,Heroin (T40.1),45.0,34,0,2861523.0,2846305.0,15218.0,0.53,14116.0,2842620.6666666665,2799184.8
2020,Alaska,Heroin (T40.1),31.0,37,0,3390278.0,2861523.0,528755.0,18.48,13253.0,3032702.0,2933600.8
2021,Alaska,Heroin (T40.1),66.0,29,0,3472120.0,3390278.0,81842.0,2.41,9263.0,3241307.0,3078052.0
2022,Alaska,Heroin (T40.1),40.0,31,0,3289569.0,3472120.0,-182551.0,-5.26,5958.0,3383989.0,3171959.0
2023,Alaska,Heroin (T40.1),16.0,33,0,3101016.0,3289569.0,-188553.0,-5.73,4062.0,3287568.3333333335,3222901.2
2017,Arizona,Heroin (T40.1),341.0,11,0,2820034.0,2749864.0,70170.0,2.55,15593.0,2762698.6666666665,2762698.6666666665
2018,Arizona,Heroin (T40.1),368.0,10,1,2846305.0,2820034.0,26271.0,0.93,15102.0,2805401.0,2783600.25
2019,Arizona,Heroin (T40.1),282.0,18,0,2861523.0,2846305.0,15218.0,0.53,14116.0,2842620.6666666665,2799184.8
2020,Arizona,Heroin (T40.1),219.0,17,0,3390278.0,2861523.0,528755.0,18.48,13253.0,3032702.0,2933600.8
2021,Arizona,Heroin (T40.1),105.0,24,0,3472120.0,3390278.0,81842.0,2.41,9263.0,3241307.0,3078052.0
2022,Arizona,Heroin (T40.1),50.0,25,0,3289569.0,3472120.0,-182551.0,-5.26,5958.0,3383989.0,3171959.0
2023,Arizona,Heroin (T40.1),46.0,20,0,3101016.0,3289569.0,-188553.0,-5.73,4062.0,3287568.3333333335,3222901.2
2024,Arizona,Heroin (T40.1),35.0,19,0,3082466.0,3101016.0,-18550.0,-0.6,2795.0,3157683.6666666665,3267089.8
2019,California,Heroin (T40.1),1004.0,2,1,2861523.0,2846305.0,15218.0,0.53,14116.0,2842620.6666666665,2799184.8
2020,California,Heroin (T40.1),1021.0,2,1,3390278.0,2861523.0,528755.0,18.48,13253.0,3032702.0,2933600.8
2021,California,Heroin (T40.1),798.0,3,1,3472120.0,3390278.0,81842.0,2.41,9263.0,3241307.0,3078052.0
2022,California,Heroin (T40.1),524.0,4,1,3289569.0,3472120.0,-182551.0,-5.26,5958.0,3383989.0,3171959.0
2023,California,Heroin (T40.1),341.0,4,1,3101016.0,3289569.0,-188553.0,-5.73,4062.0,3287568.3333333335,3222901.2
2024,California,Heroin (T40.1),259.0,4,1,3082466.0,3101016.0,-18550.0,-0.6,2795.0,3157683.6666666665,3267089.8
2018,Colorado,Heroin (T40.1),234.0,18,0,2846305.0,2820034.0,26271.0,0.93,15102.0,2805401.0,2783600.25
2019,Colorado,Heroin (T40.1),218.0,20,0,2861523.0,2846305.0,15218.0,0.53,14116.0,2842620.6666666665,2799184.8
2020,Colorado,Heroin (T40.1),228.0,16,0,3390278.0,2861523.0,528755.0,18.48,13253.0,3032702.0,2933600.8
2021,Colorado,Heroin (T40.1),190.0,14,0,3472120.0,3390278.0,81842.0,2.41,9263.0,3241307.0,3078052.0
2022,Colorado,Heroin (T40.1),64.0,21,0,3289569.0,3472120.0,-182551.0,-5.26,5958.0,3383989.0,3171959.0
2023,Colorado,Heroin (T40.1),35.0,22,0,3101016.0,3289569.0,-188553.0,-5.73,4062.0,3287568.3333333335,3222901.2
2024,Colorado,Heroin (T40.1),32.0,22,0,3082466.0,3101016.0,-18550.0,-0.6,2795.0,3157683.6666666665,3267089.8
2015,Connecticut,Heroin (T40.1),394.0,7,1,2718198.0,,,,13051.0,2718198.0,2718198.0
2016,Connecticut,Heroin (T40.1),459.0,8,1,2749864.0,2718198.0,31666.0,1.16,15551.0,2734031.0,2734031.0
2017,Connecticut,Heroin (T40.1),428.0,9,1,2820034.0,2749864.0,70170.0,2.55,15593.0,2762698.6666666665,2762698.6666666665
2018,Connecticut,Heroin (T40.1),342.0,14,0,2846305.0,2820034.0,26271.0,0.93,15102.0,2805401.0,2783600.25
2019,Connecticut,Heroin (T40.1),346.0,13,0,2861523.0,2846305.0,15218.0,0.53,14116.0,2842620.6666666665,2799184.8
2020,Connecticut,Heroin (T40.1),203.0,19,0,3390278.0,2861523.0,528755.0,18.48,13253.0,3032702.0,2933600.8
2021,Connecticut,Heroin (T40.1),114.0,23,0,3472120.0,3390278.0,81842.0,2.41,9263.0,3241307.0,3078052.0
